imageid,ear_position,orbital_tightening,muzzle_tension,whiskers_position,head_position,overall_impression
f42748b2-a875-4821-b80a-aa878c08066c.jpeg,0,0,0,0,0,0
6babf23f-0231-48df-9f7f-7f2f041f6dbf.png,0,1,0,0,2,0
985f71a3-99f8-41ac-b13c-b37e5a468cf3.jpeg,0,0,0,1,0,0
9149c258-736a-42a9-95a9-ff38784e07ba.png,0,0,0,0,0,0
07f04ddb-6c09-427c-9e04-eb4d85b38c49.jpeg,0,0,0,0,0,0
38719e05-6f7a-425f-bcbc-f378ab9797d8.png,1,0,0,0,0,0
27d3c861-289f-4d67-8b40-06141a3da64a.jpeg,0,0,1,1,1,0
ee68d540-81ee-4572-a6fa-c8a4b2e77789.png,1,1,0,0,0,1
c572fd63-db40-4361-b521-17e33699374c.jpeg,0,0,0,0,0,0
c1c033e7-c278-4081-83a5-04cf5b136736.jpeg,1,0,1,1,1,0
d981a0e9-9642-411a-a24c-580ad824fdd4.png,0,2,1,1,0,0
0674090d-ffdb-471c-bd52-8adfac83c519.jpeg,1,0,0,0,0,0
dab198c2-9e72-4c37-8019-9190c6059471.png,1,1,0,0,0,0
5acf6688-68e1-41eb-8cfd-6459d9f50f0e.png,0,0,0,0,1,0
f4bf6edd-578c-4abf-8770-5069ee6319cc.png,0,0,0,0,0,0
aa5ede40-6083-41d7-9917-f2100583b44e.jpeg,0,0,0,0,0,0
d653133b-820f-4a62-8bc6-0f1ca3dec825.jpeg,0,0,0,0,0,0
a30b9eeb-c86c-4779-bccc-1cf88a6c0643.jpeg,0,0,0,0,0,0
6b6a4b0f-6952-4b91-b4d4-854f0d6c634e.jpeg,1,2,0,0,0,0
54057cc4-af87-4d42-87d6-69f19b1161d9.png,0,0,0,0,0,0
746128cf-66ea-4173-a74d-9579633153fa.jpeg,1,1,1,0,0,1
aae82b00-0c87-427c-aa78-1410dbf0e126.png,0,1,0,0,0,0
b617f88c-d54e-4d58-b821-4ddf1e5dc61c.jpeg,0,0,1,0,0,0
7d1f0274-05de-44c2-ab8d-98cc8ed32b98.png,0,1,1,0,0,1
fadda956-f7d1-410a-afbe-f95a21005d08.jpeg,0,0,0,0,0,0
c8b5dfa1-d6d4-40fe-8d72-a90f01e76fc2.jpeg,0,1,1,1,0,0
67f4a861-fcf5-4091-9864-657c3debce3d.png,1,1,0,1,2,0
784ecad0-11ff-40e6-95dc-871c23c04cd1.jpeg,0,0,0,0,0,0
43925a12-4277-4935-8612-c5e6404963d9.png,1,1,0,0,0,0
1844294a-8cdb-4d38-ad2c-77b60dc960c4.jpeg,0,0,0,0,0,0
ec36d04b-371b-4164-af1f-ee1b433cd3b2.jpeg,0,1,0,0,0,0
65ed7d59-21b6-433d-8669-a95c2019af76.jpeg,0,0,1,0,0,0
eed49c1b-820f-4912-a585-949211f5aa68.jpeg,0,0,0,1,0,0
097a01d5-b720-4cb5-8b58-8d968c75b486.jpeg,0,0,0,0,0,0
314f1db4-f05e-4f3d-a13e-0e90ca037916.jpeg,2,1,1,0,0,1
66b09bcd-2b63-46c6-9e42-6357055b7490.png,0,0,1,0,0,0
772ed496-5c38-44d9-a564-f55d416a3d47.jpeg,2,2,0,0,0,0
2b000102-ef7b-496c-80ef-23982c553cd0.png,0,0,0,0,0,0
955ab328-9d45-4dc5-9d1a-c7254a9fe8e5.png,0,0,0,0,0,0
83e64d2f-61e5-42f8-ba99-c864719c7719.png,0,0,0,1,0,0
a908f515-8606-412f-a3fa-774748fc8d01.jpeg,0,0,0,0,0,0
657d381f-98a0-4b34-98a5-f7ef5ba41546.jpeg,0,1,0,1,2,0
f93ca3ee-6eb8-48ee-85f3-64062991f02f.png,2,0,0,0,0,0
e981842e-e7fe-4cb1-bd55-919296428d59.jpeg,0,0,0,0,0,0
285ee066-51c2-4551-9cad-5024dde69d0a.png,0,0,0,0,0,0
c0afc5a8-79fc-44ce-a591-9fb852300e72.jpeg,1,1,0,0,0,0
8c93ef51-4789-4a61-84f7-8bdef680275a.jpeg,2,0,0,0,0,0
e1f04fe0-d691-4a5c-9ed1-258a97da32e1.png,0,1,0,0,0,0
09df4eb4-ca9f-440f-ae1d-c416ec6be47c.jpeg,0,1,1,1,0,0
fee0a1c9-1dbf-47d4-9465-7d03a8cc7b49.jpeg,0,0,1,1,0,1
ea453f3c-fb65-46a6-b49b-0e872821ef7e.png,0,0,0,0,1,0
0e7579d1-b275-493d-8913-ff5017c07726.jpeg,2,2,2,1,2,2
c94dc848-943b-4e96-9def-ff96ce3ac398.jpeg,2,1,0,0,0,0
b90e18f8-ac6c-4476-a737-bf5938c96f68.jpeg,0,0,0,0,0,0
b50ea132-82ea-4795-aa71-8fcd8c74d16a.jpeg,2,1,0,0,1,0
2749b6dc-b2dd-4caf-a163-796c95d597c6.png,1,1,1,0,0,0
a94039c8-0459-4cab-84ef-8ed8cadd8354.jpeg,0,0,0,0,0,0
3027ac09-3ff0-4800-8021-5feb8a72c55a.jpeg,0,0,0,0,0,0
9d6aac71-fa51-42e7-bd34-2035ad9758ae.jpeg,0,1,0,0,0,0
483e5a58-23f7-4764-b09e-9df30766cc24.jpeg,1,1,2,1,1,1
5f3a6ed3-c322-498f-81a5-83c2a0190565.png,0,0,1,0,0,0
b58db880-0318-431e-b1b2-d887e7508101.png,0,0,0,0,1,0
1900d1cc-3df6-4d0c-b95c-9063b42b37f0.jpeg,0,0,0,0,0,0
d1720c6c-c29b-4141-a17b-23f114d6969e.jpeg,1,1,1,0,2,0
1f526845-22f2-43ab-bd79-394f1a4c6f4f.jpeg,2,1,2,2,2,2
e69fc862-0c47-4e91-bdd9-369f14619351.jpeg,0,1,0,0,0,0
fef7be76-8837-47f3-82f2-a051b9904760.jpeg,1,0,0,0,0,0
0548107e-407b-496b-abf8-f5dd0fb72fa5.png,0,0,1,0,1,0
d9f47320-4e74-463f-824d-b9741b38348f.png,0,1,0,0,1,0
8d486599-1a67-40d2-ac8b-be90a2b5f997.jpeg,1,1,1,1,2,1
2d129c2f-0590-43cc-b4c7-958bc81b70ae.jpeg,1,0,0,0,0,0
4fa62c6c-6339-454d-ab1a-21ef9cb74e45.png,0,0,0,0,0,0
aba5c863-40e6-473f-bce9-98ba41933c5b.jpeg,1,1,0,0,1,0
f9de657c-cf9a-46ce-b46e-073c5301607f.jpeg,0,1,0,0,0,0
7965de12-f505-407d-a50c-5991200c4d20.png,0,1,0,0,0,0
11dbaf0a-7d32-4ffb-969c-080066c35195.png,0,0,0,0,0,0
2ded03ca-a470-4dae-9040-d92a9ecb72c9.jpeg,0,0,1,0,0,0
8b751f56-1b50-417a-ac04-4925129691c6.jpeg,1,1,1,1,1,1
631f11e1-e2d5-4372-85ac-278b463f17d2.png,1,0,0,0,0,0
abd52a9c-3ff1-489b-8a30-43f88737f254.jpeg,0,0,0,0,0,0
6121759b-e495-4834-9417-13a541bc9fd4.jpg,0,1,1,0,0,0
ee8e50ec-d5df-40d9-bef5-4ce6b88c390c.png,0,0,0,0,0,0
e2f1b943-5da6-4ce9-b1fe-93aa9cbd169d.jpeg,0,0,0,0,0,0
8190f5d2-7ef7-4517-b123-36e107c54181.png,0,1,0,0,1,0
3aa8c8e2-7f8c-418d-9fb4-fdbb9e110a1c.png,0,0,0,0,2,0
243410c4-418e-4f07-8071-05533a0fe614.png,0,1,0,0,1,0
a25ca5ef-5ac1-4768-8270-4acdc48ccf7d.png,0,0,0,0,0,0
ec860bcc-bbed-4c7a-9a5f-436a76eb957e.jpeg,1,1,0,0,1,0
82ea5718-56dc-4380-b820-f5ebdf1db7e3.png,1,0,1,0,0,0
f9bba0ed-f1c2-4eb7-aa82-543161207f15.jpeg,0,1,1,1,1,1
15868320-cc2d-4720-9ab5-9af4bba45e2e.jpeg,0,0,0,0,0,0
93cd7834-1321-427e-bd0a-7672db42d8de.png,1,0,1,1,0,1
ebb9a6c8-e3ab-4774-a2e9-e9f651ef6e5b.jpeg,2,0,1,0,1,1
a45dd9a1-ceac-43dd-9e7b-61f45a250ff4.png,0,0,0,0,0,0
65cb9a37-1124-47cb-a1b5-508a4508b676.png,0,0,1,0,0,1
26abb1a6-31e8-46f6-8d1b-9f600b4e0a53.jpeg,2,2,2,0,2,2
46ae9749-de53-470c-8c32-581b52b1d6e9.jpeg,2,1,1,0,2,0
ac093e0c-3764-4e8d-89ab-38805ecbe7b9.png,0,0,0,0,0,0
39fe4622-e1a3-4356-bba7-1f01e7788a1f.png,0,0,0,0,0,0
6d2503fd-8b5e-4f9c-a9fa-17e525b262ec.png,1,2,0,1,1,1
d6c08db7-af51-4a66-9ad5-54d4638f41e3.jpeg,0,1,0,0,0,0
a30fd56e-baf6-417a-8325-331fb7b6b37c.png,0,0,0,0,0,0
f65c5f59-cfcb-4da4-919f-38bfbd1ee3b5.png,0,1,0,0,0,0
ea39e397-72b5-4e56-b593-dcf3a4b5cc23.png,1,1,0,0,0,0
17742f0d-3151-4304-b91c-f734f3babcec.jpeg,0,1,0,0,0,0
5d500452-f244-42f5-8e97-a503f190b120.jpeg,0,0,0,0,0,0
d2a54b86-bcc1-4e33-a7b4-ec4061e5c2f0.jpeg,0,0,0,0,0,0
c14433e4-7823-4130-a3d1-954eb42417ed.jpeg,1,1,0,0,0,0
a88094da-485c-4222-a9c1-423f4204cc99.png,0,1,0,0,0,0
5fcf2b26-ad13-4d86-a456-45377fc2d837.jpeg,1,1,0,0,0,0
1786131c-93b7-42ab-a3fd-bc8585450014.jpeg,0,0,0,0,0,0
c7a28908-b466-4508-869c-8591a6902456.jpeg,0,0,0,0,0,0
37b4c4bc-5936-4cf6-927d-36b26ab79bf0.png,1,1,1,1,1,1
65733eda-8c85-4fb3-bc40-7c10174fd2b9.png,0,0,0,0,0,0
8f95e5c0-684a-4351-8771-4ad19c8c48d0.png,0,0,0,0,1,0
f051d4e6-8bbe-4865-b031-5f437ae3b73b.png,1,0,0,0,0,0
5513140e-85fb-40e4-8666-e9f33527cba2.png,0,0,0,0,0,0
add913cb-eca6-4b97-b17c-0b5d76549f37.jpg,0,0,0,1,0,0
18b8799a-e3b7-43d8-820f-0984f58671c3.jpeg,0,0,0,0,0,0
044190c4-51d5-4bf2-8925-f69c863610d6.png,0,0,0,0,0,0
002fedd9-73f5-4f8c-9bb5-7a7bb3ebc9a3.png,0,0,0,1,1,1
b6da46ec-ca95-4aa0-88df-9d4cef140ff7.jpeg,1,1,2,0,1,1
9b681e13-7225-43b3-9488-0dae829c4020.png,0,1,1,0,0,1
27511b34-7071-4fcc-b525-fc326e8881f9.png,0,0,0,0,2,0
5453daca-6c92-497e-a801-2afab5565a5b.png,0,1,0,0,0,0
1c837bb5-8c4c-4c14-af9b-2212391fb24f.jpeg,1,0,0,0,0,0
c7f31ba2-6e48-416e-9996-a34bd883d8a3.png,0,0,0,0,0,0
6c3cf95d-bc36-4622-b900-ffb89fcd3df2.jpeg,0,0,0,0,0,0
c5491dd4-962f-4118-9e7c-23a93d27e258.jpeg,2,1,2,1,2,2
417284a6-b751-49ff-801e-1dcc6ed900bc.jpeg,1,2,0,0,0,0
b434911e-179f-452e-b549-68101f18b4c0.jpeg,2,1,0,2,1,2
2931786c-366e-4114-aca7-57e6d756f2c2.png,0,2,0,0,0,0
c3a6684f-c6ec-4fdf-aa15-aad9965dd58b.png,1,1,1,0,0,0
a33760a6-af34-43b8-a961-63ea6adc4a1d.jpeg,0,0,0,0,0,0
05ce94a6-3508-4bf3-9431-e96f70dcc2d3.png,0,0,0,0,0,0
85a244a4-1ad2-4ded-b305-820d7968721c.png,1,2,1,1,0,0
af9a07bd-289a-4869-9712-544abc281b22.jpeg,0,0,0,0,0,0
519be9cf-e28d-4d36-a9bb-4e320a2c4ded.png,1,1,1,1,0,0
92c4aeda-6808-4f2f-bf9b-42af112f6f36.png,1,0,1,0,1,1
911c8ce0-da6c-42e2-8921-341df93f92b7.png,1,1,1,0,0,0
88c61c93-1134-4a33-a18c-edfd1815bd5a.jpeg,0,0,0,0,0,0
be6aadbc-0f73-4fa6-97aa-c7e68fc19231.jpeg,0,0,1,1,0,0
39016632-83cc-4c05-8567-109afcabdcdc.png,1,0,1,0,0,0
0e8f2cbb-18af-44ce-af55-92f5423cb972.png,0,1,0,0,0,0
9462bb78-a2ce-4f10-9dfd-f4a6499af0f7.png,0,0,1,0,1,0
d54407fa-4542-419b-aa0e-2782e0a6d845.jpeg,0,0,0,0,0,0
734cd7c3-e05b-4edb-b7a5-11652e76cd78.png,0,1,0,1,0,0
85248fcf-59ae-4a00-97b3-e856d53d1186.png,0,0,1,1,0,0
d67c1e67-35fe-4312-b4f8-383023f6adeb.png,0,0,1,0,0,0
b8fec014-93d8-47c2-a644-105a23328fd6.jpeg,0,1,1,0,0,1
5beabb1c-d222-4200-8978-88c87434f414.png,0,0,0,0,0,0
e9d243df-d379-4d12-8d23-54e4a6141a70.png,0,0,1,1,0,0
650062c8-3f1e-48f8-a01e-f70b0814392e.jpeg,0,1,0,0,0,0
a66dfc70-61d9-4778-99dd-4a5bdeb28cae.png,0,0,0,0,0,0
d522011f-6eb7-4882-b53f-5a6f8c0c4623.jpeg,0,0,1,0,0,0
e54dab8d-75e3-49b9-be63-0be50401c7cf.png,1,2,0,0,2,0
e892302e-d2d3-450c-bbcd-2475f134594b.jpeg,1,1,1,0,0,1
04b72018-f5f2-4360-a044-41ce6a87178e.jpeg,0,1,0,1,0,0
337e1631-f9c6-485f-97a8-9eb71bfb98b3.png,0,1,1,1,0,0
45678d27-481a-4e1f-bc3a-e26f49a869df.jpeg,2,1,2,2,0,1
cece9840-7f7e-4836-a275-809586e81c8f.png,0,1,0,0,0,1
e4ebc3bd-49ef-4d6b-a27c-ea954e662489.jpeg,0,0,0,0,0,0
06cec1e2-5d3c-4cca-ad0d-42f4c0b8cb22.jpeg,1,1,0,0,0,0
6b69b219-8fe8-4379-a987-4e95a8b196e9.jpeg,0,0,0,0,0,0
2f71aa18-1088-487b-8a29-43e3ec7fa22e.png,0,0,0,1,0,0
2dffe58c-e5d6-47b3-be76-09194aef374a.jpeg,1,0,0,1,1,1
49d363a7-0d7c-4d22-8d51-bc12cbfb723e.jpeg,0,0,0,0,0,0
a6fe0524-5004-4c35-b86b-42f585cab9f0.png,0,0,1,1,0,0
c9d3aef4-1cd1-4adf-a3ce-16e269267eb8.jpeg,0,1,0,0,0,0
c8be12e2-f68b-4448-9f44-49f489181d37.png,1,1,1,0,0,1
47393096-380b-46b3-b078-4d2b96654848.png,0,1,1,0,0,1
c6825607-cb96-4f14-ad44-9298faa2236a.png,1,0,2,1,0,1
48e1ac07-460c-48d1-86cf-6c233e6624e1.jpeg,0,0,0,0,0,0
f1b6a341-6d24-4059-9388-e28a55b09e85.jpeg,2,1,0,0,0,0
08d302ee-752d-45f9-b650-38bb4d125b11.jpeg,1,1,0,0,2,1
acc90f18-1d4c-46f4-b337-48ed9e863288.jpeg,1,2,0,0,0,0
cf113b17-7078-4fc9-8431-c09f1f35c233.png,0,0,1,0,0,0
776edee4-867f-403c-8e53-80e54662a9e3.jpeg,1,2,0,0,0,0
262df565-20c8-4110-b825-f7bd0e850d01.png,1,0,0,0,0,0
48cc25b4-b346-4f8d-9afc-3163336ebab2.jpeg,1,1,1,1,0,1
cc728f1a-9aad-4110-a5a0-582481a8ea32.jpeg,0,0,0,0,0,0
9660e8a9-85f2-45e8-a774-31596a0ec055.jpeg,0,0,0,0,0,0
fc72ee34-ff9d-4407-82f1-226fa854a362.jpg,1,0,1,1,0,0
33458013-2456-4e0c-9bc5-4f78b07a053d.jpeg,0,0,0,0,0,0
b8d8c616-6bec-4c1c-9592-9bf78dfc8ea9.jpg,1,0,1,1,0,0
cec67d56-3a99-4eae-9336-c254aba47b41.jpeg,1,1,0,1,1,1
c16e34e0-4037-438a-a45d-d746b93d1347.png,1,0,0,0,0,0
de952af5-e1db-41e4-ab26-5835d0189b04.jpeg,1,0,0,0,2,0
abb3d712-9cce-4a56-933d-29b842988287.jpeg,0,0,0,0,0,0
a2f6f5ab-d782-4637-a603-21b9f423d583.png,0,1,1,1,0,1
becb9333-420c-4e16-8acf-ef8724cb4cec.jpeg,0,0,0,1,0,0
9887e0e0-01db-425d-9ffc-3aa622fcaf8d.png,1,2,0,0,2,0
34b69eac-17aa-4753-b73e-c12e59c47676.png,0,1,0,0,0,0
28f07a25-7b9d-42b0-bf9a-3ef907eb3eb6.jpeg,1,1,1,1,0,1
53209d9d-4b89-43a4-a574-ad3ca6c9ea40.png,0,1,0,0,0,1
355c1cce-df56-4313-85b8-6185b2aa303c.png,0,1,0,0,0,1
1a598210-31fa-44f2-8880-127b2eb164a8.jpeg,1,1,1,0,2,1
cad68221-3962-45d9-b267-688027d3bc49.jpeg,0,0,1,0,0,0
b2a2b91c-e892-49cb-a4f2-25a0f78f1733.png,2,1,0,1,2,1
9abeddf3-4f37-4287-9bc5-759993ac3387.jpeg,0,0,0,0,0,1
09213cc0-0753-4e5a-ad99-ca24cabf6b8f.png,1,0,0,0,1,0
b75d5861-94da-4bef-8279-922e47595d92.jpeg,1,0,0,1,0,0
1f5d45ad-8bd4-4b4e-9c3c-bbe2fd828399.jpeg,0,0,0,1,0,0
181f5bed-43be-4a60-ad7a-b538362d5863.png,1,1,0,0,0,1
cf4af4bc-00ff-44fc-8d25-d8e7dc7c4a84.jpeg,0,1,0,0,2,1
1c05915d-a2b9-49f9-89b0-8a6d7ba3aaa6.png,1,0,0,0,1,0
70aef18c-5901-41c9-9028-fc4fdff42f68.png,1,1,1,0,0,1
7ba0a85f-55b8-4e7b-9a8a-da074eb5fc3c.png,0,0,0,0,1,0
18ff01f6-20f6-4a97-a5ab-4c8dda524405.png,0,0,0,0,0,0
a778bb50-c9cc-4b01-ade5-b233b362e245.jpeg,1,0,0,0,2,0
9b77350e-8133-44af-b448-952dab3ea396.png,1,0,0,1,2,0
d3844f2f-3038-4495-8c2f-894c37c25db4.jpeg,0,1,1,1,0,0
2b8edce8-8ae4-48a6-a0df-4d2a67d1122a.jpeg,1,0,0,0,0,0
e4272e73-8b05-4ba6-b7ef-841714ed6f37.png,1,0,0,0,0,0
4944fdf1-09c2-4680-a66a-7fb3972fe257.png,0,0,0,0,1,0
7df2989f-b31f-4224-80e7-9c9bd4d8ab6c.jpeg,1,1,0,0,0,1
11a2545c-d06a-4dd4-ab43-ef0daa32b34a.png,0,0,0,0,0,0
c3800b25-bcda-4ec6-92d2-8b57f637a69d.png,2,1,2,1,2,1
461fd03d-db06-4647-b23a-fad15f83943e.jpeg,0,0,0,0,0,0
37d437de-c22f-4c3c-8414-eb23135fffe1.jpeg,0,0,0,1,2,1
ff984041-1e3d-47cb-a765-1a39f8dfa56f.png,1,1,1,0,0,1
811e13d7-de78-430c-8db8-58beb1dc966f.jpeg,2,1,1,1,0,1
41a2a247-7d8b-4379-96f9-a648674f4666.png,0,0,0,0,0,0
cfa6cfd8-54a3-4177-89c5-a827f9eb1564.jpeg,0,0,0,0,0,0
6f5e6b26-4e8d-48ac-9f46-d68c8976cf53.png,0,0,0,1,0,0
7d9dfdda-1af2-458c-9e21-e949c66a26fa.png,1,1,0,0,0,1
83fadbe6-1fe8-486f-8248-2f556d4b3514.jpeg,0,1,0,1,0,0
1a144b20-5b90-46ab-9b97-90a5dfa74777.jpeg,0,0,0,0,0,0
3089fd59-2093-41a3-877d-da650e989903.png,0,0,0,0,0,0
41b5ee5c-c2bc-40b2-beb9-a7fd5b9cadce.png,0,0,0,0,1,0
34fe7a7b-382f-4526-8391-d544170d46c7.png,0,0,0,0,0,0
c8dbe64f-b92b-4740-a5ce-b111b99dd1ee.jpeg,1,2,0,0,0,0
6c9e4b1e-ad76-4d9f-9de7-9674b8f0d8a3.jpg,2,1,0,2,0,2
ea252e49-ff94-48f0-8bd9-9115f003e296.jpeg,0,1,1,1,0,1
fd445f3e-44a8-4341-87c2-36a62818e408.jpeg,1,1,1,1,1,1
b4ba04b8-091e-4009-878d-ff3872475aaa.jpeg,0,1,1,0,0,0
ef0a2d24-277b-4e8a-b6ca-b790fc9141d5.jpeg,0,1,0,0,0,1
e19d1938-0a74-4fe9-998c-bfe8fe74491f.png,0,2,0,0,0,0
5eb04424-7460-4e1e-a89b-04801d0305e5.png,1,1,0,2,0,1
e851e9ab-32e7-44bb-8ae4-09ee479ed854.jpeg,0,1,1,0,0,1
55b1e5fa-c5e5-47f7-94d1-10bc65a34be8.jpg,1,1,0,0,0,0
81be3f24-a571-4174-a4c8-eb0db31e007c.jpeg,2,1,1,2,0,1
a95925ba-96bf-4949-8f5e-6100e3c31847.png,0,0,0,0,0,0
3334841c-56dd-42de-bd5c-956dae2b6ff4.png,0,0,0,0,0,0
f4df2ca0-7cb4-4d28-9bc8-1adc434fc0a9.jpeg,0,1,0,0,0,0
1dfcdfff-cf6a-4284-94ee-51d833ceaeff.png,1,1,1,1,0,1
0c3ca92a-19d3-446b-8a7a-6a48791315f0.png,0,0,0,0,0,0
10cefb66-52a7-40bc-b8a3-747e228ad298.png,1,1,1,1,0,1
162e2227-9655-480d-80fc-2adeed22ed3e.jpeg,1,0,1,1,0,0
14f25ac6-f7ad-4358-af05-e958f93859b7.jpeg,1,0,1,1,0,1
1ba26fde-399e-4daf-bad5-550071821613.jpeg,0,0,0,0,0,0
5efc05a7-cb8e-45ad-9aa9-9116ba04f6b1.jpeg,0,0,0,0,0,0
e179a647-88c7-4ccd-9f85-33bb7228a134.png,2,1,0,1,0,1
7d93b47a-b112-4287-a1de-99d91a22ab9d.jpeg,1,1,1,0,0,0
